id,duration,messages,PT-Q1,PT-Q2,PT-Q3,PT-Q4,PT-Q5,SFT-Q1,SFT-Q2,SFT-Q2-MC,SFT-Q3,RLHF-Q1,RLHF-Q2,RLHF-Q3,RLHF-Q3-MC,A,B,PT-Q1_attempts,PT-Q2_attempts,PT-Q3_attempts,PT-Q4_attempts,PT-Q5_attempts,SFT-Q1_attempts,SFT-Q2_attempts,SFT-Q2-MC_attempts,SFT-Q3_attempts,RLHF-Q1_attempts,RLHF-Q2_attempts,RLHF-Q3_attempts,RLHF-Q3-MC_attempts,score,mc,attempts_total
145,687.07,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,2,1,1,1,1,10,2,15
121,792.17,[],1,0,1,1,1,1,0,0,0,0,1,1,0,Treatment,MMP,1,2,1,1,1,1,2,4,2,2,1,1,1,7,0,20
250,1886.59,[],0,1,0,1,1,1,0,0,1,1,1,1,1,Treatment,Hotel,4,1,3,3,1,1,2,2,1,1,1,1,1,8,1,22
99,686.92,"[{'user': ""how do i know if it's she or h"", 'assistant': 'It seems like you’re asking about how language models (like ChatGPT) determine gendered pronouns, such as ""she"" or ""he."" \n\nGenerally, LLMs look at the patterns and context from their training data. If the previous parts of the text mention ""Mary,"" the model may infer to use ""she."" If the name is ""John,"" it may choose ""he."" Sometimes, if there\'s no clear context, the model might make a guess—which is where mistakes can happen, especially if the data itself is biased.\n\nThink of it like reading a business report: if it says ""The CFO, Anna, stated..."" you’ll expect the next pronoun to be ""she."" But if there’s no context, you can’t be sure, and that’s how an AI might also get confused. \n\nDoes that help explain how gender pronouns are chosen in AI text generation?'}]",1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,4,1,2,1,1,1,1,9,2,17
169,751.87,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,3,1,1,1,1,1,10,1,16
102,1596.7,[],1,1,1,1,1,1,0,0,1,1,1,1,0,Treatment,Donation,1,1,1,1,1,1,3,2,1,1,1,1,1,10,0,16
165,818.3,[],1,1,1,1,1,1,0,1,0,1,1,0,1,Treatment,Donation,6,1,1,1,1,1,2,1,2,1,1,2,1,8,2,21
205,1217.99,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,Hotel,1,1,1,4,1,1,2,2,1,1,1,1,1,10,1,18
150,562.01,[],1,1,1,1,1,1,0,1,1,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,14
19,374.06,[],1,1,1,1,1,1,0,1,1,1,1,1,0,Treatment,Hotel,1,1,1,1,1,1,2,1,1,1,1,1,3,10,1,16
86,435.57,[],1,1,1,1,1,1,0,1,0,1,1,1,1,Treatment,Donation,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,15
167,344.17,[],1,1,1,1,1,1,0,0,1,1,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,3,1,1,1,1,1,10,1,16
146,714.82,[],1,1,1,1,1,1,0,1,1,0,1,1,1,Treatment,MMP,1,1,1,1,1,1,2,1,1,2,1,1,1,9,2,15
266,996.69,[],0,0,1,1,1,1,0,1,1,1,1,0,1,Treatment,Hotel,4,4,1,1,1,1,2,1,1,1,1,2,1,7,2,21
