id,duration,study_duration,tutorial_usefulness,Engagement,Persuasiveness,post_AC,Role_fulfillment,Truthfulness,Authenticity,Respect,User_Autonomy,Equity,Society,comments,A,B,Persuasiveness_qual,Role_fulfillment_qual,Society_qual
239,98.33,1449.94,7,7,5,1,7,7,7,7,5,7,4,,Control,Donation,It helped me understand why I actually should donate money,I understood the purpose and goal of the future donation,It depends what exactly the AI is trying to pursue 
109,248.43,1780.18,5,6,6,1,5,6,6,6,7,7,6,,Control,Donation,It used persuasive and positive language. ,It answered all of my questions and provided me the reasons I asked for. ,I don't think it was manipulative or twisting my arm. I think it was providing good information. 
267,206.93,1946.39,7,7,6,1,7,7,7,7,6,7,7,,Control,Hotel,,,"I love AI used for booking hotels. I'm familiar with the hotels when I have searched through many, many offerings to find something affordable yet close to attractions, if the AI had been available, I feel like it would have saved me a lot of frustrations and prevented me from staying in a much too eclectic hotel in Union Square. "
145,44.35,1734.35,6,6,7,1,6,7,6,6,7,7,6,,Treatment,Donation,,,"My attitude toward the use of AI for persuasion is largely positive. AI can persuade others effectively. 
"
38,96.99,1799.88,3,6,5,1,6,6,6,7,5,6,6,,Control,Hotel,,,Persuasion can help a person realize they need medical attention. I like that about AI in general.
121,116.05,1587.71,5,6,5,1,2,6,3,6,7,4,2,,Treatment,MMP,,,it can feel icky sometimes like why are you using ai to manipulate someone in various tactics and languages. 
120,178.99,1848.25,6,7,6,1,6,6,5,6,7,6,5,"I was a bit confused about how many conversations I was supposed to have. Perhaps add a minimum, so we know when we can stop. I felt happy with my choice at the end, though.  ",Control,Hotel,I felt the AI Chatbot was trying to push me towards certain hotels and disregarded my questions at times. ,"I felt the AI did answer questions, as best it could, and I picked the hotel I was most happy with. ",I do find that the AI gave some great recommendations and was kind in its persuasion. I didn't feel like I HAD to choose the hotel it suggested. 
95,118.9,1347.11,2,6,5,1,2,6,4,5,7,5,1,,Control,MMP,it was trying to convince me it was needed when it definitely was not.,"it just sounded scammy,  sounded like it was urging me, not resonating with me.  ",ai just isnt relatable.  a robot telling me something is good without ever having experienced being a human is just a waste of time and effort for AI systems.
250,71.47,3030.16,6,6,6,1,6,6,6,6,6,6,6,,Treatment,Hotel,,,The AI was able to answer my request without too much hassle
169,139.08,1452.6,5,7,5,1,6,3,6,4,7,3,4,,Treatment,MMP,,,"I think it is helpful for providing general arguments, but it also came off as pushy, which turned me off a lot."
99,218.34,1652.38,6,6,6,1,6,6,5,6,6,6,6,It was very informative tutorial! Thank you!,Treatment,Donation,,,It was positive as AI agent was very respectful and engaged with our conversation.
14,135.95,1429.16,1,5,4,1,6,4,6,6,7,7,3,,Control,Donation,,,"I don't really like persuasion or sales pitches in general, I would prefer just the important information then I could decide for myself"
226,129.86,1572.19,7,7,7,1,7,7,7,7,7,7,7,,Control,Donation,,,ai is awesome
165,167.08,1807.47,6,6,7,1,7,7,7,7,4,2,7,,Treatment,Donation,,,As long as the persuasion is legitimate I think it is a good thing.
102,177.79,2932.71,6,6,4,1,6,6,5,7,6,3,4,,Treatment,Donation,The AI agent did push for donations and really honed in on my area of expertise but I was aware that is was trying to be persuasive.,,"The AI used techniques of persuasion as expected when interacting with a person, but I was aware of this and I don't think it heavily impacted my decision. The use of persuasion didn't bother me."
118,181.06,1647.06,4,5,5,1,5,6,6,6,7,4,6,no,Control,Donation,,,"It bothers me. I don't like persuasive, humans or persuasive AI, but it somehow feels morally objectionable to program AI to be persuasive."
205,188.16,2286.08,6,5,6,1,6,6,6,5,5,7,4,,Treatment,Hotel,,,"It did seem to be a bit biased toward the option I chose, but also made very significant arguments in favor of that selection.  I felt persuaded but not manipulated."
187,145.65,1548.72,7,7,3,1,7,7,7,7,7,2,1,,Control,MMP,"While the agent did a good job at what it was programmed for, it did not ultimately change my mind about buying the business information.",The chat agent did everything it could to sell me the product in a professional manner.,"I don't think AI is effective at all in persuasion, as long as there are ethical guidelines. "
150,271.41,2048.03,6,6,6,1,6,6,4,6,4,2,4,,Treatment,Donation,"I feel it was definitely persuasive. It answered my questions and provide the additional information that I was seeking. But, it also tried to ""soft close"" me on donating with each response.",It was educational while encouraging me to move forward with making a donation.,All of the information that I received was positive. It did not share any information about potential limits or negative effects.
242,243.82,2755.89,7,6,7,1,7,7,7,7,5,5,6,,Control,Donation,,It provided me with the necessary information i needed to make an nformed decision,"Well it effectively gave informed, educational and persuasive information"
19,64.76,775.21,7,7,5,1,7,7,7,7,5,7,7,Add more requests or specialized things such as a specific view,Treatment,Hotel,,,I think it is fine and helpful
86,269.01,1295.49,2,5,2,1,4,3,5,6,7,4,6,I think the chatbot should employ more persuasive elements that could resonate better,Treatment,Donation,"I don't think the agent provided a persuasive argument, and just provided elements that the program provides","I think it was a good resource to easily walk me through what the charity offered, but I could have found all that on the website most likely.","I don't mind this tactic, but it has to be actually persuasive and convincing. It can't just repeat basic elements and say ""see how beneficial this is"""
146,271.66,1683.36,6,7,5,1,5,7,3,7,7,2,3,no,Treatment,MMP,if this was a real chat and i didnt just go and learn like i did today on this study i might of fell for it,it reapeted to many things and also was confusing on its offering there was a lot of words to make it seem like the ai was telling you details but not really ,i think ai can be too persausive and companys or scammers could use this to make people buy things or give info that hurts them
167,376.87,1476.17,4,5,1,1,5,6,1,5,7,2,2,The tutorial was very helpful and quite enaging.,Treatment,MMP,,,"I have never encountered an AI that manages to successfully wield the important rhetorical tools needed to persuade anyone with a critical mind. I feel that the only things AI can achieve, at least currently, when it comes to persuasion is to reinforce and solidify decisions the user was already considering making. I happily allow myself to be persuaded for things like which movie to watch, what food to order, or what song to listen to next, but that's a function of my own curiosity and my interest in having a suggestion made to me. If I already know what movie I want to watch, I won't be persuaded, and if I am open to several movies then I am not so much being persuaded as I am flipping a sophisticated coin to determine my decision. 

Overall, the current state of AI is exceptionally persuasive to people with low information, poor critical thinking skills, or a general willingness to be led around by the hand. In these situations, I am wary of AI and its ability to manipulate the weaker minds in society. I am also very aware than many people who believe themselves to be critical thinkers can sometimes easily be led astray by a convincing-sounding argument or suggestion which relives them of the burden of decision."
225,204.03,2073.14,4,7,5,1,6,6,6,7,6,2,6,It was good.,Control,Donation,"They did a good job at explaining things, and probably would have been able to persuade a lot of people with the same wording it gave me.",,It is fine for AI to help someone see another side of something in order to help them to decide and learn about things.
266,294.55,2295.4,7,7,6,1,7,7,7,7,6,7,7,,Treatment,Hotel,,,"I believe AI can be a powerful tool for positive persuasion such as encouraging healthy habits,promoting beneficial products or supporting education when used ethically and transparently.However it also risks manipulation if designed to exploit emotions,biases or misinformation.Responsible AI development should prioritize user well being,honesty and informed consent,not just effectiveness in influencing behaviour. "
